task_id,data_id,stratum,sentence_type,n_spans,spans_json,text
54,4d4ca11d761b456ab559345f5351bd89-4,presuicidal_multilabel_conj,Смешанного типа,5,"[{""start"": 0, ""end"": 36, ""text"": ""пока не наступил 33-й год моей жизни""}, {""start"": 38, ""end"": 86, ""text"": ""когда я развелся с женой-лентяйкой и содержанкой""}, {""start"": 88, ""end"": 143, ""text"": ""за несколько лет совместной жизни я пытался её изменить""}, {""start"": 145, ""end"": 165, ""text"": ""но это не получалось""}, {""start"": 167, ""end"": 173, ""text"": ""я пил.""}]","пока не наступил 33-й год моей жизни, когда я развелся с женой-лентяйкой и содержанкой, за несколько лет совместной жизни я пытался её изменить, но это не получалось, я пил."
55,196c387f525b49ccbb0505269fda11d4-8,presuicidal_multilabel_conj,Смешанного типа,3,"[{""start"": 0, ""end"": 40, ""text"": ""Депрессия и отчаяние довели меня до того""}, {""start"": 42, ""end"": 104, ""text"": ""что всё свободное время я провожу в закрытой комнате в постели""}, {""start"": 105, ""end"": 151, ""text"": ""и единственная моя связь с миром это интернет.""}]","Депрессия и отчаяние довели меня до того, что всё свободное время я провожу в закрытой комнате в постели и единственная моя связь с миром это интернет."
56,cf595378ffec4023ae881f9bffe6f27e-8,presuicidal_multilabel_conj,БСП,2,"[{""start"": 0, ""end"": 20, ""text"": ""Мне не нравятся люди""}, {""start"": 22, ""end"": 164, ""text"": ""наверное, я просто никого не люблю, быстро устаю от любого общения и стараюсь не общаться вообще, ограничивая круг общения до двух-трёх людей.""}]","Мне не нравятся люди, наверное, я просто никого не люблю, быстро устаю от любого общения и стараюсь не общаться вообще, ограничивая круг общения до двух-трёх людей."
57,39c2b58307b44fa5baf5c30ad98031c9-23,presuicidal_multilabel_conj,Смешанного типа,5,"[{""start"": 0, ""end"": 18, ""text"": ""даже страшит мысль""}, {""start"": 19, ""end"": 35, ""text"": ""что когда я умру""}, {""start"": 36, ""end"": 54, ""text"": ""никто и не заметит""}, {""start"": 56, ""end"": 73, ""text"": ""никто не пожалеет""}, {""start"": 75, ""end"": 108, ""text"": ""никто не придет ко мне на могилу.""}]","даже страшит мысль что когда я умру никто и не заметит, никто не пожалеет, никто не придет ко мне на могилу."
58,fcb2744311a64629bf3ac2a7cb94d9c5-12,presuicidal_multilabel_conj,Не сложное,1,"[{""start"": 0, ""end"": 33, ""text"": ""А у меня даже близких друзей нет.""}]",А у меня даже близких друзей нет.
59,556f1ffec31b4111a52ebb26acfc25e4-29,presuicidal_multilabel_conj,СПП,2,"[{""start"": 0, ""end"": 14, ""text"": ""Зачем мне жить""}, {""start"": 16, ""end"": 55, ""text"": ""если мой самый родной человек погибает?""}]","Зачем мне жить, если мой самый родной человек погибает?"
60,45a51a5be9444fd0a2ce91ef7c203ba0-19,presuicidal_multilabel_conj,Смешанного типа,3,"[{""start"": 0, ""end"": 52, ""text"": ""Но зато за 5 лет своих первых годиков я видел ужасов""}, {""start"": 54, ""end"": 98, ""text"": ""который не каждый взрослый может представить""}, {""start"": 100, ""end"": 134, ""text"": ""я жил в страхе, отчаянии и печали.""}]","Но зато за 5 лет своих первых годиков я видел ужасов, который не каждый взрослый может представить, я жил в страхе, отчаянии и печали."
61,d382643d32ad473e9852f4a63fe54d1d-50,presuicidal_multilabel_conj,Смешанного типа,5,"[{""start"": 0, ""end"": 69, ""text"": ""Иногда бывает, раз в недельку, я становлюсь радостный, жизнерадостный""}, {""start"": 71, ""end"": 130, ""text"": ""но это всего лишь маска, отговорка и отвлечения самому себе""}, {""start"": 132, ""end"": 153, ""text"": ""ведь в душе-то я вижу""}, {""start"": 155, ""end"": 177, ""text"": ""что все совсем не так.""}, {""start"": 178, ""end"": 209, ""text"": ""Помогите, пожалуйста, помогите.""}]","Иногда бывает, раз в недельку, я становлюсь радостный, жизнерадостный, но это всего лишь маска, отговорка и отвлечения самому себе, ведь в душе-то я вижу, что все совсем не так. Помогите, пожалуйста, помогите."
62,f7500b39dc144cffb955173c2816fdb8-7,presuicidal_multilabel_conj,Не сложное,1,"[{""start"": 0, ""end"": 35, ""text"": ""Но на утро мне становится ещё хуже.""}]",Но на утро мне становится ещё хуже.
63,6d4d72e756e34e7aae8af712e3bd9c00-34,presuicidal_multilabel_conj,Смешанного типа,6,"[{""start"": 0, ""end"": 15, ""text"": ""Я бы не плакала""}, {""start"": 17, ""end"": 81, ""text"": ""если бы слова отца не перекрыли все приятные воспоминания о нем.""}, {""start"": 82, ""end"": 98, ""text"": ""И самое страшное""}, {""start"": 100, ""end"": 152, ""text"": ""что его настроение может перемениться в любую минуту""}, {""start"": 154, ""end"": 162, ""text"": ""и я знаю""}, {""start"": 164, ""end"": 201, ""text"": ""что никто не придет ко мне на помощь.""}]","Я бы не плакала, если бы слова отца не перекрыли все приятные воспоминания о нем. И самое страшное, что его настроение может перемениться в любую минуту, и я знаю, что никто не придет ко мне на помощь."
