text,spans,label
"Мне 22 года, у меня привлекательная внешность, я умная и интересная, но ужасно несчастлива.","[(0, 11, 'clause'), (13, 45, 'clause'), (47, 67, 'clause'), (69, 90, 'clause')]",
"Учубу я прогуливаю не хочу учится, родители достали всё гонят на учёбу!","[(0, 33, 'clause'), (35, 70, 'clause')]",
"Я выживаю только благодаря юмору, да, это так - я обожаю посмеяться.","[(0, 32, 'clause'), (34, 36, 'clause'), (38, 67, 'clause')]",
"Иногда думаю, а зачем боженька меня вообще послал на землю, ни кому не нужную, не красивую, толстую, почти лысую.","[(0, 12, 'clause'), (14, 112, 'clause')]",
"И я так виновата перед умершим котом, которого я уже не верну, и которго я уже долгие годы оплакиваю!","[(0, 36, 'clause'), (38, 61, 'clause'), (63, 100, 'clause')]",
Мама тоже спилась и нам с бабушкой очень тяжело жить.,"[(0, 17, 'clause'), (18, 52, 'clause')]",
"Отчим ненавидит меня, в чём я не сомневаюсь ни капли.","[(0, 20, 'clause'), (22, 52, 'clause')]",
"Я стала ненавидеть себя и других людей, мне раньше не нравилась своя внешность, но такой ненависти к себе и другим я не испытывала.","[(0, 38, 'clause'), (40, 78, 'clause'), (80, 130, 'clause')]",
"У меня депрессия, я сама это понимаю и причем я ей об этом открыто сказала, но ей видимо плевать, для нее важно, чтобы я получила вышку и престижную работу, чтобы выпендриться перед подругами ( статус в обществе для нее очень важен.","[(0, 16, 'clause'), (18, 36, 'clause'), (37, 74, 'clause'), (76, 96, 'clause'), (98, 111, 'clause'), (113, 155, 'clause'), (157, 191, 'clause'), (194, 231, 'clause')]",
"Я потеряла друзей, в школе меня травят и считают странной, я без талантов.","[(0, 17, 'clause'), (19, 57, 'clause'), (59, 73, 'clause')]",
"Мне не хочется жить, страшно и одиноко.","[(0, 19, 'clause'), (21, 38, 'clause')]",
"А еще лучший друг, которого я люблю не как друга, кстати, он перестал со мной общаться.","[(19, 48, 'clause'), (50, 86, 'clause')]",
"но я так его люблю что моя психика уже нарушилась, я истерю часами.","[(0, 18, 'clause'), (19, 49, 'clause'), (51, 66, 'clause')]",
"история моя вот какая, в моей жизни встретилась девушка год назад за этот год мы успели сней сойтись она забеременела, расписались, жили так будто мы и всю жизнь и мечтали друг о друге, но вот что на самом деле произошло, у неё 4 детей от троих мужчин, сначала она мне говорила что от одного все, потом когда уже начали жить вместе начал понимать и задавать ей вопросы и оказались что от разных мужчин, она не где не работает уже как лет 7, почти все тянул один, дети у неё очень хорошие у них сразу получилось со мной подружиться и я их очень по любил, а они меня.","[(0, 21, 'clause'), (23, 117, 'clause'), (119, 130, 'clause'), (132, 184, 'clause'), (186, 220, 'clause'), (222, 251, 'clause'), (253, 295, 'clause'), (297, 401, 'clause'), (403, 439, 'clause'), (441, 461, 'clause'), (463, 552, 'clause'), (554, 564, 'clause')]",
